Time,AX,AY,AZ,GX,GY,GZ,Temp,,,,,spped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62450,-10.07,-3.49,-19.89,-11.15,-48.44,6.85,18.54,,,34,,0.0322,4.73833,,2130,,4.73833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62484,-0.78,-12.19,-19.63,-15.63,9.8,3.18,18.53,,,38,,-0.11866,4.61967,,2160,,4.61967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62522,-0.04,-15.46,-13.01,-3.45,49.04,-1.66,18.56,,,34,,-0.46322,4.15645,,2190,,4.15645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62556,-0.51,-2.96,0.94,1.36,85.79,0.14,18.53,,,35,,-0.52564,3.63081,,2220,,3.63081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62591,1.84,-4.09,-16.34,10.26,91.82,-3.01,18.54,,,34,,-0.1036,3.52721,,2250,,3.52721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62625,-10.96,-2.73,-15.73,-2.72,50.38,-4.5,18.54,,,35,,-0.13906,3.38815,,2280,,3.38815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62660,0.16,-3.4,1.27,1.08,66.43,-4.81,18.54,,,34,,-0.09555,3.2926,,2310,,3.2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62694,-0.37,-2.92,-18.21,0.98,5.31,-3.57,18.54,,,35,,-0.1156,3.177,,2340,,3.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62729,1.05,-4.66,-5.8,-5.15,-4.55,-1.45,18.55,,,35,,-0.1022,3.0748,,2370,,3.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62764,1.97,-6.96,-11.44,-8.35,-72.93,1.1,18.55,,,34,,-0.1631,2.9117,,2400,,2.9117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62798,-1.01,-1.89,-12.72,-4.72,-66.55,3.76,18.54,,,35,,-0.23664,2.67506,,2430,,2.67506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62833,-1.14,-3.96,-16.96,-7.37,-47.15,3.19,18.54,,,37,,-0.06615,2.60891,,2460,,2.60891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62870,-1.09,-2.47,-2.64,9.79,-9.79,3.05,18.55,,,35,,-0.14652,2.46239,,2490,,2.46239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62905,-0.78,-2.83,-14.44,0.52,10.7,0.6,18.54,,,35,,-0.08645,2.37594,,2520,,2.37594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62940,-1.41,-5.82,-17.31,2.37,8.73,1.69,18.57,,,34,,-0.09905,2.27689,,2550,,2.27689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62974,-0.65,-2.33,-9.07,-0.79,5.22,1.3,18.54,,,35,,-0.19788,2.07901,,2580,,2.07901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63009,-2.34,-3.39,-11.07,1.3,2.7,1.5,18.56,,,34,,-0.08155,1.99746,,2610,,1.99746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63043,0.66,-0.69,-10.76,4.11,3.83,1.44,18.53,,,35,,-0.11526,1.8822,,2640,,1.8822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63078,-0.93,-0.18,-13.68,2.53,-4.17,1.74,18.54,,,34,,-0.02415,1.85805,,2670,,1.85805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63112,-2.28,-0.3,-18.2,-4.84,-12.12,2.18,18.54,,,35,,-0.00612,1.85193,,2700,,1.85193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63147,0.56,3.43,-13.61,-8.41,-12.56,2.35,18.54,,,34,,-0.0105,1.84143,,2730,,1.84143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63181,-3.26,5.09,-12.32,-8.26,0.72,2.55,18.54,,,35,,0.11662,1.95805,,2760,,1.95805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63216,-0.63,-0.02,-11.37,-6.9,1.66,1.73,18.56,,,38,,0.17815,2.1362,,2790,,2.1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63254,0.39,-1.43,-8.27,-2.61,-6.9,-0.05,18.55,,,34,,-0.00076,2.13544,,2820,,2.13544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63288,-2.18,-2.28,-16.74,3.57,-12.14,0.12,18.55,,,35,,-0.04862,2.08682,,2850,,2.08682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63323,0.42,-1.99,-12.47,0.05,-14.99,2,18.55,,,34,,-0.0798,2.00702,,2880,,2.00702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63357,-0.94,-1.36,-10.3,0.14,-8.4,-0.56,18.54,,,35,,-0.06766,1.93936,,2910,,1.93936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63392,-0.52,-0.29,-5.82,-0.31,11.45,0.12,18.55,,,34,,-0.0476,1.89176,,2940,,1.89176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63426,-2.74,-2.77,-16.61,-2.49,14.55,-0.02,18.55,,,35,,-0.00986,1.8819,,2970,,1.8819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63461,0.08,-0.17,-9.32,4.84,6.05,-0.27,18.55,,,35,,-0.09695,1.78495,,3000,,1.78495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63496,0.11,-2.41,-8.36,8.17,21.68,-0.18,18.55,,,34,,-0.00595,1.779,,3030,,1.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63530,-1.02,-0.75,-10.24,2.2,29.6,-0.46,18.54,,,35,,-0.08194,1.69706,,3060,,1.69706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63565,-1.34,-2.95,-8.34,-1.28,24.98,-0.95,18.55,,,37,,-0.02625,1.67081,,3090,,1.67081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63602,-1.55,-1.21,-7.32,-3.85,29.54,0.2,18.55,,,35,,-0.10915,1.56166,,3120,,1.56166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63637,0.23,-2.5,-7.06,-6.4,30.85,-0.24,18.54,,,35,,-0.04235,1.51931,,3150,,1.51931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63672,-0.38,-8.47,-11.6,-6.32,21.57,-0.2,18.56,,,34,,-0.0875,1.43181,,3180,,1.43181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63706,-2.33,-7.98,-8.55,-3.37,27.45,-0.61,18.56,,,35,,-0.28798,1.14383,,3210,,1.14383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63741,0.52,-12.39,-9.46,-5.76,33.97,-1.07,18.54,,,34,,-0.2793,0.86453,,3240,,0.86453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63775,1.94,-18.67,-9.03,-7.07,-3.34,0.49,18.54,,,35,,-0.42126,0.44327,,3270,,0.44327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63810,0.25,-27.03,-11.15,-8.49,-28.2,1.82,18.54,,,34,,-0.65345,-0.21018,,3300,,-0.21018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63844,0.77,17.3,-3.37,-8.55,-44.98,1.6,18.55,,,61,,-0.91902,-1.1292,,3330,,-1.1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63905,-0.62,1.59,-13.41,-3.18,-15.54,2.31,18.54,,,35,,1.0553,-0.0739,,3360,,-0.0739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63940,0.15,-9.46,-16.59,17.13,-35.69,1.39,18.54,,,38,,0.05565,-0.01825,,3390,,-0.01825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63978,-8.4,16.69,-3.55,21.21,20.08,-4.18,18.54,,,34,,-0.35948,-0.37773,,3420,,-0.37773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64012,6.94,24.98,-5.83,4.87,49.13,0.52,18.55,,,35,,0.56746,0.18973,,3450,,0.18973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64047,3.89,74.32,-17.18,22.87,7.91,15.95,18.55,,,34,,0.8743,1.06403,,3480,,1.06403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64081,1.2,36.21,-5.2,10.9,-18.37,36.79,18.53,,,35,,2.52688,3.59091,,3510,,3.59091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64116,-1.79,3.26,-8.52,-47.08,9.21,55.91,18.53,,,35,,1.26735,4.85826,,3540,,4.85826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64151,7.96,-1.76,37.28,2.18,-85.57,1.18,18.53,,,34,,0.1141,4.97236,,3570,,4.97236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64185,-7.2,0.21,-2.46,10.87,-14.81,-1.16,18.55,,,35,,-0.05984,4.91252,,3600,,4.91252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64220,-0.45,-8.85,-20.5,-9.76,-69.86,5.15,18.54,,,34,,0.00735,4.91987,,3630,,4.91987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64254,-5.19,-13.95,-11.92,-1.22,0.79,1.02,18.55,,,35,,-0.3009,4.61897,,3660,,4.61897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64289,-7.15,-8.68,-27.41,-3.25,26.27,0.9,18.55,,,38,,-0.48825,4.13072,,3690,,4.13072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64327,0.3,-3.12,-11.89,-4.17,32.96,-0.99,18.53,,,34,,-0.32984,3.80088,,3720,,3.80088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64361,-2.47,-4.72,-8.97,1.79,36.58,-4.31,18.53,,,35,,-0.10608,3.6948,,3750,,3.6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64396,1.64,0.52,-11.69,-7.54,60.87,-5.16,18.55,,,34,,-0.1652,3.5296,,3780,,3.5296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64430,-1.41,-5.81,-13.17,-5.16,88.37,-5.66,18.57,,,35,,0.01768,3.54728,,3810,,3.54728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64465,3.34,2.77,-9.41,-2.73,47.15,-5.85,18.54,,,34,,-0.20335,3.34393,,3840,,3.34393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64499,3.14,0.02,9.59,-5.42,34.85,-7.37,18.55,,,35,,0.09418,3.43811,,3870,,3.43811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64534,0.91,-7.77,-14.68,-4.85,-37.07,-5.31,18.54,,,34,,0.0007,3.43881,,3900,,3.43881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64568,-3.09,-2.09,-15.67,-6.52,-21.25,-5.79,18.54,,,35,,-0.26418,3.17463,,3930,,3.17463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64603,0.09,-1.59,-10.77,-8.23,10,-4.79,18.54,,,35,,-0.07315,3.10148,,3960,,3.10148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64638,-0.07,-4.3,-11.58,-5.47,28.72,-3.71,18.55,,,37,,-0.05565,3.04583,,3990,,3.04583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64675,-1.48,-3.06,-9.2,2.24,30.85,-2.93,18.54,,,35,,-0.1591,2.88673,,4020,,2.88673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64710,-1.28,-0.15,-15.23,-4.34,49.8,-4.52,18.55,,,34,,-0.1071,2.77963,,4050,,2.77963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64744,2.03,-1.83,-6.9,1.82,34.27,-4.17,18.55,,,35,,-0.0051,2.77453,,4080,,2.77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64779,1.83,1.66,-6.85,4.17,9.53,-2.73,18.55,,,35,,-0.06405,2.71048,,4110,,2.71048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64814,1.87,-0.12,-6.46,-1.86,4.18,-1.59,18.55,,,34,,0.0581,2.76858,,4140,,2.76858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64848,1.64,-1.46,-10.99,-0.58,-16.69,-1.24,18.56,,,35,,-0.00408,2.7645,,4170,,2.7645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64883,0.84,1.48,-10.73,0.4,-14.58,-1.36,18.54,,,34,,-0.0511,2.7134,,4200,,2.7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64917,0.56,-4.6,-17.42,2.82,-10.37,-1.77,18.53,,,35,,0.05032,2.76372,,4230,,2.76372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64952,-0.41,-2.63,-15.12,1.42,-10.93,-1.82,18.57,,,34,,-0.161,2.60272,,4260,,2.60272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64986,1.09,-2.94,-19.45,-2.03,-5.86,-1.69,18.55,,,38,,-0.08942,2.5133,,4290,,2.5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65024,0.88,-3.52,-6.83,1.89,-24.89,-1.21,18.56,,,35,,-0.11172,2.40158,,4320,,2.40158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65059,1.19,1.12,-4.52,-3.24,-41.68,0.98,18.54,,,34,,-0.1232,2.27838,,4350,,2.27838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65093,0.65,-0.08,-10.2,-1.77,-51.4,1.53,18.56,,,35,,0.03808,2.31646,,4380,,2.31646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65128,1.7,1.17,-3.17,-5.16,-58.64,3.34,18.56,,,34,,-0.0028,2.31366,,4410,,2.31366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65162,-1.7,0.41,-12.77,-4.96,-69.02,3.92,18.54,,,35,,0.03978,2.35344,,4440,,2.35344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65197,-2.94,1.02,-16.98,-6.6,-44.76,3.53,18.56,,,34,,0.01435,2.36779,,4470,,2.36779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65231,-1.11,2.54,-8.02,-6.44,-10.15,2.99,18.54,,,35,,0.03468,2.40247,,4500,,2.40247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65266,-0.18,1.75,-5.6,-1.27,25.73,2.02,18.56,,,35,,0.0889,2.49137,,4530,,2.49137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65301,-3.99,2.95,-12.74,-1.69,58.43,2.21,18.55,,,34,,0.06125,2.55262,,4560,,2.55262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65335,-3.77,1.86,-11.56,-0.2,60.46,1.82,18.55,,,35,,0.1003,2.65292,,4590,,2.65292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65370,-0.72,2.7,-9.77,1.18,53.97,0.58,18.55,,,37,,0.0651,2.71802,,4620,,2.71802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65407,0.84,1.99,-8.35,-7.5,61.18,-1.97,18.54,,,35,,0.0999,2.81792,,4650,,2.81792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65442,0.8,-1.33,-6.68,-7.97,43.98,-3.05,18.56,,,35,,0.06965,2.88757,,4680,,2.88757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65477,0.08,-5.73,-13.8,-5.25,19.01,-3.02,18.55,,,34,,-0.04655,2.84102,,4710,,2.84102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65511,0.96,-8.46,-10.43,2.9,18.85,-2.2,18.55,,,35,,-0.19482,2.6462,,4740,,2.6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65546,2.57,-10.92,-12.22,2.38,-26.35,-0.84,18.55,,,34,,-0.2961,2.3501,,4770,,2.3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65580,2.37,-21.22,-10.08,-2.17,-94.89,2.17,18.56,,,35,,-0.37128,1.97882,,4800,,1.97882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65615,-2.84,-27.81,-7.73,-8.99,-63.63,2.08,18.54,,,34,,-0.7427,1.23612,,4830,,1.23612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65649,0.33,15.23,-14.24,4.32,-38.9,-1.68,18.55,,,35,,-0.94554,0.29058,,4860,,0.29058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65684,-2.03,-8.46,-14.22,-15.91,-57.25,2.4,18.55,,,34,,0.53305,0.82363,,4890,,0.82363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65718,-1.2,2.6,-11.01,-6.08,-56.75,2.82,18.55,,,38,,-0.28764,0.53599,,4920,,0.53599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65756,-2.3,-3.05,-12.92,10.49,-56.64,2.75,18.55,,,35,,0.0988,0.63479,,4950,,0.63479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65791,-3.3,1.63,-10.17,16.93,-35.28,-3.16,18.54,,,34,,-0.10675,0.52804,,4980,,0.52804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65825,-3.43,15.34,-9.86,11.07,146.92,-4.02,18.54,,,35,,0.05542,0.58346,,5010,,0.58346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65860,2.89,59.95,-10.54,8.64,88.15,5.47,18.56,,,35,,0.5369,1.12036,,5040,,1.12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65895,2.43,56.56,-8.1,21.54,56.95,41.88,18.53,,,34,,2.09825,3.21861,,5070,,3.21861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65929,-6.23,17.05,-38.4,-4.09,1.07,61.57,18.53,,,35,,1.92304,5.14165,,5100,,5.14165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65964,-7.36,9.25,-22.94,-10.73,-114.81,7.21,18.54,,,34,,0.59675,5.7384,,5130,,5.7384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65998,-9.73,-3.43,6.6,-1.21,-21.59,0.38,18.56,,,35,,0.3145,6.0529,,5160,,6.0529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66033,-4.02,-21.75,-10.36,-23.34,-62.46,2.18,18.56,,,34,,-0.12005,5.93285,,5190,,5.93285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66067,-7.21,-9.25,-13.45,-0.79,-8.99,-1.69,18.54,,,38,,-0.7395,5.19335,,5220,,5.19335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66105,-2.95,-2.5,-26.87,0.47,-5.01,-2.34,18.55,,,35,,-0.3515,4.84185,,5250,,4.84185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66140,6.01,-2.94,1.43,5.59,48.67,-4.06,18.54,,,34,,-0.0875,4.75435,,5280,,4.75435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66174,-2.36,-3.76,0.05,-3.25,131.42,-8.92,18.56,,,35,,-0.09996,4.65439,,5310,,4.65439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66209,-0.05,-9.67,-5.43,4.67,125.5,-9.94,18.54,,,35,,-0.1316,4.52279,,5340,,4.52279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66244,3.96,-4.89,-10.07,-3.47,71.3,-9.68,18.53,,,34,,-0.33845,4.18434,,5370,,4.18434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66278,4.11,-4.99,-10.74,-3.59,-0.81,-9.45,18.54,,,35,,-0.16626,4.01808,,5400,,4.01808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66313,4.34,-7.86,-6.01,-3.66,-50.98,-9.85,18.54,,,35,,-0.17465,3.84343,,5430,,3.84343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66348,-2.43,-3.73,-19.04,-8.6,-23.42,-14.49,18.56,,,34,,-0.2751,3.56833,,5460,,3.56833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66382,0.45,-4.78,-12.41,-4.58,-6.47,-9.98,18.54,,,42,,-0.12682,3.44151,,5490,,3.44151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66424,-2.74,-4.94,-13.09,0.78,6.46,-19.98,18.53,,,38,,-0.20076,3.24075,,5520,,3.24075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66462,-1.98,-7.6,-12.44,4.73,58.53,-7.8,18.56,,,35,,-0.18772,3.05303,,5550,,3.05303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66497,0.16,-3.68,-18.1,-1.19,33.69,-4.41,18.52,,,34,,-0.266,2.78703,,5580,,2.78703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66531,1.82,0.83,-9.8,-4.2,-23.65,-2.12,18.54,,,35,,-0.12512,2.66191,,5610,,2.66191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66566,1.34,1.18,-12.36,1.31,-88.52,0.6,18.56,,,34,,0.02905,2.69096,,5640,,2.69096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66600,1.28,1.08,-10.06,5.18,-130.7,3.11,18.56,,,35,,0.04012,2.73108,,5670,,2.73108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66635,-1.04,2.02,-7.67,2.43,-87.04,2.95,18.55,,,34,,0.0378,2.76888,,5700,,2.76888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66669,-3.67,-0.44,-7.53,0.98,-15.97,2.61,18.55,,,35,,0.06868,2.83756,,5730,,2.83756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66704,-2.28,-1.84,-8.94,-6.03,41.69,1.1,18.56,,,35,,-0.0154,2.82216,,5760,,2.82216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66739,-1.92,0.83,-13.79,-9.68,72.44,-0.17,18.57,,,34,,-0.0644,2.75776,,5790,,2.75776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66773,1.44,1.07,-8.77,-11.34,57.74,0.84,18.56,,,38,,0.02822,2.78598,,5820,,2.78598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66811,-0.44,-1.45,-12.92,-1.6,0.81,1.33,18.55,,,35,,0.04066,2.82664,,5850,,2.82664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66846,0.72,2.05,-12.5,1.47,-32.27,1.91,18.56,,,34,,-0.05075,2.77589,,5880,,2.77589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66880,0.17,2.66,-13.78,-0.84,-31.57,2.08,18.55,,,35,,0.0697,2.84559,,5910,,2.84559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66915,-4.95,1.81,-11.03,3.5,18.96,-0.43,18.56,,,34,,0.0931,2.93869,,5940,,2.93869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66949,-3.26,-2.16,-11.61,-1.5,62.72,-1.85,18.54,,,35,,0.06154,3.00023,,5970,,3.00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66984,-0.18,0.54,-15.18,-5.34,66.41,-2.23,18.55,,,34,,-0.0756,2.92463,,6000,,2.92463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67018,-0.57,-2.83,-9.95,2.87,55.15,-2.27,18.54,,,35,,0.01836,2.94299,,6030,,2.94299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67053,0.81,0.31,-12.09,2.11,17.36,-1.25,18.55,,,35,,-0.09905,2.84394,,6060,,2.84394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67088,1.5,1.05,-10.07,0.11,-24.67,-0.4,18.56,,,34,,0.01085,2.85479,,6090,,2.85479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67122,-0.35,1.47,-12.62,-0.79,-15.56,0.15,18.55,,,38,,0.0357,2.89049,,6120,,2.89049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67160,1.18,3.85,-10.11,-1.48,-11.88,-0.63,18.56,,,35,,0.05586,2.94635,,6150,,2.94635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67195,0.52,1.46,-17.43,-7.74,-26.12,0.17,18.55,,,34,,0.13475,3.0811,,6180,,3.0811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67229,0.04,6.26,-11.9,-9.04,-28.06,0.69,18.56,,,35,,0.04964,3.13074,,6210,,3.13074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67264,-1.45,3.2,-6.65,-0.5,-5.82,0.24,18.56,,,34,,0.2191,3.34984,,6240,,3.34984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67298,1.99,-1.23,-2.79,5.79,1.71,-0.79,18.55,,,35,,0.1088,3.45864,,6270,,3.45864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67333,1.11,-11.84,-7.9,-3.95,-14.11,0.93,18.54,,,34,,-0.04305,3.41559,,6300,,3.41559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67367,-1.2,-22.84,-8.19,-6.35,-9.56,0.27,18.55,,,35,,-0.40256,3.01303,,6330,,3.01303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67402,-1.75,-26.22,-10.15,-2.37,3.92,0.79,18.56,,,35,,-0.7994,2.21363,,6360,,2.21363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67437,0.63,-22.67,-9.24,-7.1,-5.31,1.44,18.55,,,34,,-0.9177,1.29593,,6390,,1.29593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67471,-0.17,-7.86,-10.63,-8.34,-20.82,-1.22,18.54,,,38,,-0.77078,0.52515,,6420,,0.52515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67509,-0.92,-4.2,-15.67,-7.1,-20.82,2.27,18.53,,,35,,-0.29868,0.22647,,6450,,0.22647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67544,-0.35,1.25,-12.44,4.6,-47.82,4.38,18.54,,,34,,-0.147,0.07947,,6480,,0.07947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67578,-2.21,-5.36,-13.39,13.69,-25.71,1.73,18.51,,,35,,0.0425,0.12197,,6510,,0.12197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67613,-10.73,11.29,-10.22,17.65,98.79,-3.88,18.55,,,34,,-0.1876,-0.06563,,6540,,-0.06563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67647,6.16,21.6,-9.06,10.23,206.49,-3.85,18.54,,,35,,0.38386,0.31823,,6570,,0.31823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67682,9.96,75.68,-16.8,35.25,76.23,4.4,18.54,,,34,,0.756,1.07423,,6600,,1.07423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67716,-4.83,43.43,-3.76,40.23,101.59,24.23,18.56,,,35,,2.57312,3.64735,,6630,,3.64735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67751,-3.34,11.54,-2.46,-42.11,62.79,21.34,18.54,,,35,,1.52005,5.1674,,6660,,5.1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67786,8.25,18.28,-21.03,-39.08,-104.84,-6.34,18.56,,,34,,0.4039,5.5713,,6690,,5.5713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67820,7.41,-0.54,-20.12,0.24,-147.57,-4.93,18.56,,,38,,0.62152,6.19282,,6720,,6.19282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67858,1.44,0.21,-0.52,-16.44,-136.09,2.41,18.54,,,34,,-0.02052,6.1723,,6750,,6.1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
