Time (s);VX
0.5605;-5045
0.5606;-5056
0.5607;-5065
0.5608;-5072
0.5609;-5078
0.5610;-5083
0.5611;-5089
0.5612;-5095
0.5613;-5101
0.5614;-5108
0.5615;-5114
0.5616;-5120
0.5617;-5125
0.5618;-5130
0.5619;-5134
0.5620;-5134
0.5621;-5136
0.5622;-5138
0.5623;-5139
0.5624;-5139
0.5625;-5140
0.5626;-5140
0.5627;-5140
0.5628;-5140
0.5629;-5142
0.5630;-5142
0.5631;-5146
0.5632;-5151
0.5633;-5156
0.5634;-5159
0.5635;-5159
0.5636;-5160
0.5637;-5162
0.5638;-5163
0.5639;-5164
0.5640;-5164
0.5641;-5163
0.5642;-5162
0.5643;-5162
0.5644;-5163
0.5645;-5163
0.5646;-5170
0.5647;-5181
0.5648;-5195
0.5649;-5214
0.5650;-5239
0.5651;-5271
0.5652;-5307
0.5653;-5345
0.5654;-5383
0.5655;-5418
0.5656;-5453
0.5657;-5481
0.5658;-5500
0.5659;-5500
0.5660;-5501
0.5661;-5501
0.5662;-5502
0.5663;-5503
0.5664;-5503
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
